DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DDXB00000000,UBA2271,SRX559898,Near complete,94.18,2.07,20,Rhodocyclaceae bacterium UBA2271 [family],1534,98.867,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;uncultured;uncultured bacterium,EF205275.1.1500,3460072,61.77489894,413.03,100.0017068,3278,121,81,3405,0.901944526,157927,180325,28568,42716,50126,66896,11,19,18,0,40,40,0.008726,f__Rhodocyclaceae (UID3972),30,241,540,UID3985
DDVX00000000,UBA2301,SRX823116,Near complete,99.59,1.09,0,Pseudomonas stutzeri [species],,,,,3982512,60.16298793,141.68,99.99711192,622,29,24,3692,0.892079672,425941,425941,137306,165938,277309,304911,11,0,17,0,44,44,0.000712,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DDVL00000000,UBA2313,SRX823025,Near complete,96.97,0.51,0,Enterobacteriaceae bacterium UBA2313 [family],,,,,4404734,55.42192565,64.05,99.99870532,2110,57,38,4092,0.893859198,374009,561142,77239,115914,139238,174289,11,0,16,1,48,49,0.000605,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DDVK00000000,UBA2314,SRX823025,Near complete,97.81,0.14,0,Pseudomonas stutzeri [species],,,,,4414018,64.25058289,64.09,99.97993926,2416,44,32,4127,0.898719489,849377,849379,100263,137938,202950,202950,11,2,17,0,47,49,0.000123,c__Gammaproteobacteria (UID4445),228,244,583,UID4502
DDVJ00000000,UBA2315,SRX646158,Near complete,94.59,0.86,25,Candidatus Accumulibacter phosphatis [species],,,,,4300152,66.19750979,636.06,99.9044134,23402,310,205,3947,0.886764235,129196,154078,13795,20976,26308,32053,11,18,18,0,42,42,0.000076,c__Betaproteobacteria (UID3971),223,210,424,UID3974
DDUY00000000,UBA2326,SRX822710,Medium,81.69,0.55,0,Pseudomonas stutzeri [species],,,,,3640046,63.8936529,97.65,99.99703165,1658,25,18,3396,0.898607051,522553,617294,145535,202224,387549,388012,11,1,16,0,41,42,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DDUX00000000,UBA2327,SRX646153,Near complete,92.43,0.29,0,Candidatus Accumulibacter phosphatis [species],1532,99.4,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Candidatus Accumulibacter;uncultured bacterium,AB515726.1.1500,4436000,65.75580142,1155.03,99.91216795,38972,326,171,4113,0.872602119,95018,194905,13487,25941,24930,47004,11,20,19,0,40,40,0.000038,c__Betaproteobacteria (UID3971),223,210,424,UID3974
DDUE00000000,UBA2346,SRX646156,Partial,61.05,0.1,0,Rhodocyclaceae bacterium UBA2346 [family],,,,,1756236,64.24265773,370.93,99.89346672,9364,124,89,1727,0.896197891,138311,138718,14087,19732,39213,39213,11,1,15,0,29,29,0.006976,f__Rhodocyclaceae (UID3972),30,241,540,UID3992
DDTT00000000,UBA2357,SRX646157,Partial,50.56,0,0,Rhodocyclaceae bacterium UBA2357 [family],,,,,1787912,64.19063656,546.46,100.0017902,427,31,24,1683,0.912421305,616318,618019,57660,74496,164841,164841,11,0,7,0,14,15,0.00826,f__Rhodocyclaceae (UID3972),30,241,540,UID3992
DDTN00000000,UBA2363,SRX646157,Near complete,96.42,0.5,0,Proteobacteria bacterium UBA2363 [phylum],,,,,3603895,73.01717831,114.79,99.93402991,747,67,52,3098,0.89309622,323520,323522,53778,69305,110378,110378,11,0,18,0,40,40,0.012135,f__Xanthomonadaceae (UID4214),55,290,659,UID4214
DDRR00000000,UBA2411,SRX646154,Near complete,93.02,1.7,0,Proteobacteria bacterium UBA2411 [phylum],1480,99.448,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudofulvimonas;uncultured Xanthomonadaceae bacterium,EU305597.1.1497,3670089,72.98531757,59.99,99.90912638,17764,180,70,3158,0.882321655,158825,281560,20290,52429,62119,83702,11,2,18,0,38,38,0.012186,f__Xanthomonadaceae (UID4214),55,290,659,UID4214
DDQX00000000,UBA2431,SRX144197,Near complete,100,2.37,0,Arcobacter sp. UBA2431 [genus],,,,,2845524,26.84680296,55.93,99.9990861,567,40,35,2778,0.935484642,435202,435202,71123,81300,136472,136472,11,7,17,0,42,42,0.00651,k__Bacteria (UID3060),138,246,338,UID3162
DDQU00000000,UBA2434,SRX144196,Near complete,100,2.37,0,Arcobacter sp. UBA2434 [genus],,,,,2838103,26.83735633,36.01,99.99316414,126,40,38,2774,0.936264822,435294,435294,70949,74686,113367,136281,11,8,18,0,41,41,0.00651,k__Bacteria (UID3060),138,246,338,UID3162
DDQQ00000000,UBA2438,SRX144199,Near complete,99.8,2.37,0,Arcobacter sp. UBA2438 [genus],,,,,2838362,26.84639822,55.12,100.0035968,2503,83,42,2784,0.931062352,468645,468645,34166,67580,128879,128879,11,0,17,0,38,38,0.00651,k__Bacteria (UID3060),138,246,338,UID3162
DDQO00000000,UBA2440,SRX144199,Near complete,99.19,0.54,0,Epsilonproteobacteria bacterium UBA2440 [class],,,,,2639475,33.21523375,24.83,99.95502592,177,27,25,2611,0.934240332,496041,496041,97751,105579,162905,162905,11,0,19,0,44,44,0.006567,k__Bacteria (UID3060),138,246,338,UID3162
DDQN00000000,UBA2441,SRX144198,Near complete,98.51,3.02,0,Vibrio sp. UBA2441 [genus],,,,,4905801,41.69166233,31.32,99.9451469,3617,140,104,4423,0.87250237,155470,229205,35015,47171,61040,80387,11,0,14,0,55,55,0.00409,f__Vibrionaceae (UID4865),80,367,922,UID4877
DDQL00000000,UBA2443,SRX144198,Near complete,98.78,1.96,0,Arcobacter sp. UBA2443 [genus],,,,,2758171,26.88950732,13.36,98.3093505,296,66,63,2711,0.937862446,143452,171467,41785,43780,68412,79617,11,0,15,0,28,28,0.00651,k__Bacteria (UID3060),138,246,338,UID3162
DDPI00000000,UBA2472,SRX823189,Partial,62.41,1.72,100,Pseudomonas stutzeri [species],,,,,3698692,63.36649165,11.97,99.76346887,13342,324,217,3635,0.890952531,75910,149085,11374,17044,23154,27296,11,13,15,0,23,24,0.000137,k__Bacteria (UID203),5449,58,104,UID4505
DDOY00000000,UBA2482,SRX822401,Near complete,92.08,0.14,0,Pseudomonas stutzeri [species],,,,,4077936,64.45116614,122.83,99.99010696,14475,269,141,3915,0.890343792,156324,165191,15105,28921,33959,46964,11,13,16,0,33,34,0.000188,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DDOQ00000000,UBA2490,SRX822403,Near complete,98.19,0.68,0,Pseudomonas stutzeri [species],,,,,4271098,63.29221072,81.09,99.99386008,3941,78,58,3966,0.889061782,256459,360701,54707,73639,90191,110275,11,7,17,0,42,42,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DDNG00000000,UBA2526,SRX1044543,Near complete,98.11,0.46,0,Cupriavidus sp. UBA2526 [genus],,,,,6136159,64.1310223,217.01,100.0001631,6790,65,34,5552,0.887769205,471200,629175,94297,180475,149380,285980,11,3,17,0,46,46,0,f__Burkholderiaceae (UID4003),91,218,596,UID4081
DDMY00000000,UBA2534,SRX1044544,Near complete,95.43,0.99,0,Cupriavidus sp. UBA2534 [genus],,,,,6510383,63.96627159,109.49,99.99947659,14494,108,41,5957,0.881767632,340644,743927,60147,158789,137132,286490,11,33,17,0,44,46,0,f__Burkholderiaceae (UID4003),91,218,596,UID4081
DDMF00000000,UBA2553,SRX373046,Near complete,92.08,1.41,0,Rhodobacteraceae bacterium UBA2553 [family],,,,,3332436,55.70264327,18.01,96.83555427,15141,532,172,3642,0.889306501,56038,88522,6235,19374,11703,27864,11,3,17,0,36,38,0.003696,f__Rhodobacteraceae (UID3356),67,330,616,UID3358
DDLQ00000000,UBA2568,SRX822167,Near complete,92.21,0.14,0,Pseudomonas stutzeri [species],,,,,4089715,62.47849177,86.37,99.99701691,2,11,11,3768,0.897293821,1090403,1090403,371792,371792,1052076,1052078,11,2,18,0,49,49,0.000158,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DDLM00000000,UBA2572,SRX822361,Near complete,99.15,0.28,0,Agrobacterium tumefaciens [species],,,,,5313788,59.32624794,29.34,99.9942963,1448,32,25,5017,0.881095557,673345,673345,166010,212551,400541,422342,11,0,18,0,37,37,0,f__Rhizobiaceae (UID3564),78,354,840,UID3594
DDLL00000000,UBA2573,SRX822360,Near complete,96.58,0.14,0,Pseudomonas stutzeri [species],,,,,4240528,64.11588503,94.26,99.99709912,429,30,28,3920,0.900261005,614840,614840,141336,151447,294561,389455,11,2,17,0,47,49,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4499
DDLE00000000,UBA2580,SRX822369,Near complete,95,1.09,0,Pseudomonas stutzeri [species],,,,,4070409,64.13096159,29.84,99.3386594,7752,233,180,3917,0.893778242,135523,135525,17436,22613,39236,42089,11,2,17,0,48,49,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4497
DDKN00000000,UBA2597,SRX745164,Near complete,94.46,0.74,0,Thiobacillus sp. UBA2597 [genus],,,,,2420703,66.08406944,62.32,99.98324548,15382,180,137,2464,0.917282707,122956,122956,13362,17669,22089,27926,11,3,18,0,36,37,0.011408,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DDKM00000000,UBA2598,SRX745164,Medium,78.75,1.02,50,Firmicutes bacterium UBA2598 [phylum],,,,,2440742,55.77871729,38.96,99.95187426,15844,155,110,2414,0.885640105,142558,142558,15644,22188,30624,34651,11,3,15,0,28,28,0.012469,c__Clostridia (UID1085),35,196,420,UID1105
DDKF00000000,UBA2605,SRX822189,Near complete,100,0.55,0,Pseudomonas stutzeri [species],,,,,4570578,61.59875757,63.39,99.99021967,179,28,27,4214,0.8949262,546183,546183,163228,169280,414108,414108,11,5,19,0,51,51,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
DDKB00000000,UBA2609,SRX823361,Near complete,99.94,0.2,0,Pseudomonas stutzeri [species],,,,,4671730,64.07924925,125.49,99.99976449,998,29,25,4222,0.888718526,561575,1089288,161059,186869,286943,363446,11,1,18,0,46,47,0.001441,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DDJX00000000,UBA2613,SRX823361,Medium,80.64,2.64,46.15,Enterobacteriaceae bacterium UBA2613 [family],,,,,3850475,54.26846788,17.51,99.28892447,53410,657,476,4007,0.855076322,33966,38521,5779,8089,7921,10275,11,14,15,0,47,47,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DEMP00000000,UBA2667,ERX556309,Near complete,93.62,0,0,Rhodospirillaceae bacterium UBA2667 [family],380,99.2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospira;uncultured bacterium,KJ590695.1.1462,3887171,63.61971508,19.8,99.86187892,26066,176,39,3688,0.892203353,290721,480405,21938,99671,54014,180154,11,0,17,0,37,37,0.013757,o__Rhodospirillales (UID3754),63,201,336,UID3781
DEMK00000000,UBA2672,ERX556308,Medium,87.1,3.81,5.26,Pseudomonas stutzeri [species],1003,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unidentified marine bacterioplankton,KC000651.1.1367,5182146,59.95494604,16.76,99.46233068,85147,742,167,5073,0.839855342,69537,189685,6869,31030,15788,54547,11,17,16,0,34,34,0.001321,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DEMI00000000,UBA2674,ERX556300,Near complete,93.99,0.95,0,Flavobacteriaceae bacterium UBA2674 [family],,,,,2924709,36.22282416,105.91,100.0046268,28524,220,67,2779,0.889313774,232129,318270,13164,43652,44236,79623,11,32,19,0,32,32,0.005634,s__algicola (UID2847),33,263,496,UID2867
DELY00000000,UBA2684,ERX556301,Near complete,99.19,1.11,0,Pseudomonas sp. UBA2684 [genus],,,,,4833297,62.25482952,55.03,99.99581308,8746,137,59,4390,0.875762445,218433,435638,35215,81920,74818,128524,11,1,17,0,50,50,0.001259,o__Pseudomonadales (UID4488),185,308,813,UID4513
DELF00000000,UBA2703,SRX823031,Medium,79.31,3.45,0,Pseudomonas stutzeri [species],,,,,4080339,63.13368416,75.74,99.90210434,33173,497,77,3911,0.860314547,91663,215005,8143,52991,15253,79507,11,2,17,0,43,44,0.000267,k__Bacteria (UID203),5449,58,104,UID4506
DEIT00000000,UBA2767,SRX560108,Medium,87.51,2.74,16.67,Hyphomicrobiaceae bacterium UBA2767 [family],,,,,4130734,56.69089316,157.63,100.0094627,40996,647,259,4275,0.857036546,55141,103037,6321,15948,10813,22058,11,227,18,0,35,35,0.011672,o__Rhizobiales (UID3447),356,249,416,UID3447
DEIL00000000,UBA2775,SRX560108,Medium,89.47,2.68,40,Desulfobulbaceae bacterium UBA2775 [family],634,98.839,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;SEEP-SRB4;uncultured bacterium,GQ356948.1.1521,4327457,45.00036885,27.05,99.77103264,16799,592,347,4135,0.850113589,69131,74298,7281,12471,13833,21025,11,146,18,1,36,37,0.008677,c__Deltaproteobacteria (UID3217),62,168,280,UID3235
DEID00000000,UBA2783,SRX393041,Medium,98.12,8.81,35.48,Candidatus Accumulibacter phosphatis [species],,,,,5351932,63.00759411,106.16,99.98625983,2653,202,174,4769,0.88986239,187542,187542,26481,30758,77338,77340,11,45,17,0,43,43,0,c__Betaproteobacteria (UID3971),223,210,421,UID3975
DEBT00000000,UBA2949,SRX822850,Near complete,98.77,0.14,0,Pseudomonas stutzeri [species],,,,,4217459,62.94052964,113.66,99.97861009,518,27,24,3940,0.89791934,697875,697877,156183,175727,257184,257184,11,2,19,0,45,45,0.000158,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DDZQ00000000,UBA3004,SRX822501,Near complete,99.35,1.06,0,Pseudomonas stutzeri [species],977,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri DSM 4166,CP002622.3615996.3617531,4410946,64.36845928,18.49,99.92589773,7572,95,58,4098,0.899382808,306552,306552,46351,76050,73675,111389,11,0,17,0,43,45,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DDYX00000000,UBA3023,SRX822212,Medium,88.71,0.14,0,Pseudomonas stutzeri [species],,,,,4175711,64.32578819,56.5,100.0032625,68478,482,185,4110,0.865658806,124806,193583,8521,22571,24056,39698,11,19,17,0,46,47,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DFCW00000000,UBA3044,SRX822171,Near complete,99.13,0.27,0,Pseudomonas stutzeri [species],1532,99.935,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri DSM 10701,CP003725.962133.963667,4226758,63.24478439,36.3,99.97704611,5251,61,35,3896,0.888987967,279655,415487,69205,120764,137849,160620,11,0,18,0,47,47,0.000075,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DFBF00000000,UBA3087,SRX559946,Medium,81.13,0.72,20,Rhodobacteraceae bacterium UBA3087 [family],,,,,3219429,60.91489771,21.11,99.6660635,26307,690,323,3571,0.869872577,35301,65974,4627,9967,7227,13359,11,8,18,0,25,27,0.004879,f__Rhodobacteraceae (UID3356),67,330,616,UID3359
DFAY00000000,UBA3094,SRX823132,Near complete,98.36,0.14,0,Pseudomonas stutzeri [species],,,,,4382752,62.8762883,678.1,99.99570908,1404,26,19,4077,0.895498764,507349,507351,168513,230671,270397,341608,11,0,19,0,49,49,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DFAE00000000,UBA3114,SRX822433,Near complete,99.59,0.14,0,Pseudomonas stutzeri [species],,,,,4301816,64.30385647,107.69,99.99955808,2444,31,21,3993,0.901889807,1032868,1032868,138689,204848,423546,584305,11,0,17,0,47,48,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DEZL00000000,UBA3133,SRX667892,Medium,86.09,0.47,0,Thiobacillus sp. UBA3133 [genus],1527,98.95,Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;uncultured;uncultured Thiobacillus sp.,AM167943.1.1524,1946147,61.50362918,123.76,99.9934898,10723,175,104,1992,0.914390845,69476,73056,11059,18712,18912,26672,11,6,20,0,42,42,0.015613,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DEZH00000000,UBA3137,SRX823355,Near complete,91.55,0.14,0,Pseudomonas stutzeri [species],,,,,4056016,64.44387789,229.13,99.99139448,12102,103,44,3793,0.898909916,421606,520698,39261,92182,111999,242833,11,49,17,0,39,39,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4502
DEZC00000000,UBA3142,SRX823353,Near complete,97.67,0.21,0,Neorhizobium sp. UBA3142 [genus],,,,,6305356,58.87281962,31.94,99.99608183,1396,43,33,6033,0.881003864,942981,942983,146603,191071,273291,273297,11,2,18,1,43,45,0.002901,o__Rhizobiales (UID3449),345,257,430,UID3638
DEYY00000000,UBA3146,SRX823354,Near complete,93.62,0.14,0,Pseudomonas stutzeri [species],,,,,4175525,64.45898374,155.29,100.0002156,937,13,8,3895,0.904906329,740369,1614319,321122,521940,433795,929762,11,1,17,0,45,45,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DEYW00000000,UBA3148,SRX823352,Near complete,99.65,0.16,0,Pantoea dispersa [species],,,,,4665783,57.81783511,59.1,100.0000214,636,39,35,4294,0.882277208,421701,421701,119619,133308,225615,228773,11,0,18,1,63,65,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5120
DEXS00000000,UBA3178,ERX556318,Near complete,98.15,1.44,0,Arenibacter sp. UBA3178 [genus],,,,,5486698,39.67023069,17.98,99.84500916,18633,161,36,4591,0.872165918,340290,683483,33963,152408,79087,265208,11,0,17,0,31,31,0.000539,s__algicola (UID2846),47,303,571,UID2887
DEWX00000000,UBA3199,ERX556314,Near complete,96.57,2.38,21.05,Arenibacter sp. UBA3199 [genus],,,,,4937523,39.75330074,24.6,99.95241851,23848,237,104,4231,0.869670075,145254,258042,20732,47476,45278,81201,11,3,13,0,19,19,0.000206,s__algicola (UID2846),47,303,571,UID2887
DEVU00000000,UBA3228,SRX823000,Near complete,99.59,1.23,0,Pseudomonas stutzeri [species],,,,,4342919,63.00459784,124.93,99.99290123,4142,75,38,4073,0.886441354,338982,487228,57850,114287,109997,201161,11,2,17,0,45,45,0.000131,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DEVQ00000000,UBA3232,SRX823002,Near complete,99.59,0.27,0,Pseudomonas stutzeri [species],,,,,4171758,63.1221529,138.54,99.99513219,1501,38,22,3838,0.889212174,391223,494068,109743,189625,162658,229406,11,2,17,0,46,47,0.000095,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DEVP00000000,UBA3233,SRX823002,Near complete,97.71,2.22,26.09,Enterobacteriaceae bacterium UBA3233 [family],,,,,4461821,54.21152833,90.4,100.0008749,3950,51,20,4083,0.886176743,513452,811913,87409,223091,190302,426298,11,0,18,1,52,53,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DEVI00000000,UBA3240,SRX822774,Near complete,96.71,0.14,0,Pseudomonas stutzeri [species],,,,,4369998,64.17944004,266.58,99.98859823,2255,40,19,4035,0.901625813,423977,969051,109193,229999,177023,241812,11,1,16,0,43,43,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DEVG00000000,UBA3242,SRX822774,Near complete,96.51,1.34,8.7,Enterobacteriaceae bacterium UBA3242 [family],,,,,4440458,54.01691346,15.37,99.52103629,5884,130,73,4202,0.884711667,279506,426648,34112,60828,71210,95865,11,0,16,1,44,46,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DEVE00000000,UBA3244,SRX822772,Near complete,93,0.14,0,Pseudomonas stutzeri [species],,,,,4040014,64.41092128,227.2,100.0002971,817,34,22,3753,0.902241675,416319,654811,118799,183637,232728,298862,11,1,17,0,40,40,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DEVA00000000,UBA3248,SRX822775,Near complete,99.59,0.14,0,Pseudomonas stutzeri [species],,,,,4356658,62.97596498,163.98,99.96710299,639,22,17,4081,0.898440272,632559,651469,198000,256274,408148,408148,11,0,19,0,50,50,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DEUZ00000000,UBA3249,SRX822775,Near complete,98.6,0.86,0,Enterobacteriaceae bacterium UBA3249 [family],,,,,4368384,54.13267546,106.69,99.99967943,1201,28,19,4044,0.887551781,818831,1403784,155970,229914,308154,465028,11,1,18,1,61,62,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DESE00000000,UBA3322,SRX803753,Medium,87.85,1.9,100,Sutterellaceae bacterium UBA3322 [family],329,99.696,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;uncultured bacterium,GQ448339.1.1410,1893339,49.58208738,42.01,99.9821848,12922,160,117,1750,0.888226039,70541,70541,11752,16182,22479,29597,11,22,13,0,27,27,0.000146,p__Proteobacteria (UID3887),1487,158,255,UID4183
DERV00000000,UBA3331,SRX803753,Medium,88.71,1.07,70,Escherichia coli [species],,,,,4256002,50.80069112,19.18,98.97295813,96970,691,335,4181,0.835304589,75825,120527,6018,12704,10391,18102,11,28,11,0,19,20,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5189
DERO00000000,UBA3338,SRX836000,Near complete,98.16,0.31,0,Leclercia adecarboxylata [species],,,,,4837197,56.75869263,30.63,99.97107194,1062,61,52,4476,0.895880817,376648,376648,79280,93023,164386,164386,11,79,17,1,61,63,0.000349,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DERD00000000,UBA3349,ERX552300,Near complete,96.98,1.06,0,Pseudomonas stutzeri [species],,,,,4886464,60.41942982,31.98,99.97531145,21860,131,60,4601,0.886985149,364649,481548,37134,81441,83007,211966,11,25,16,0,39,40,0.001511,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DEQR00000000,UBA3361,SRX468856,Near complete,96.55,2.32,10,Thiobacillus sp. UBA3361 [genus],,,,,3287882,65.74689644,15.88,99.72731461,3511,105,81,3198,0.908272864,163525,163525,31279,40591,53514,60273,11,0,18,0,39,39,0.014581,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DEPB00000000,UBA3403,ERX166947,Near complete,94.71,2.04,22.22,Helicobacter typhlonius [species],944,97.775,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter typhlonius,AF127912.1.1614,1698440,39.0935997,9.78,87.23789459,7708,204,180,1791,0.906139752,52106,52106,8287,9435,11125,11734,11,4,19,0,29,31,0,o__Campylobacterales (UID3068),106,283,475,UID3130
DEOM00000000,UBA3418,SRX822209,Medium,79.08,0.65,33.33,Pseudomonas stutzeri [species],,,,,3189285,63.54469827,23.33,96.78249836,9240,486,396,3362,0.882997286,66688,66690,6543,8053,9937,10840,11,62,15,0,37,37,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DEOJ00000000,UBA3421,SRX822200,Near complete,98.83,0.82,0,Enterobacteriaceae bacterium UBA3421 [family],,,,,4316818,52.74731108,50.64,99.99485429,2545,43,33,3939,0.873276335,448693,448755,100331,130812,150636,198307,11,0,18,1,69,70,0.000785,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DEOH00000000,UBA3423,SRX822200,Partial,64.14,1.72,100,Pseudomonas stutzeri [species],,,,,3631110,64.93087243,16.82,99.55765754,7447,222,189,3486,0.901282253,111817,116054,16322,19212,33053,33855,11,2,15,0,31,31,0,k__Bacteria (UID203),5449,58,104,UID4500
DFSF00000000,UBA3444,ERX943719,Medium,88.48,0.43,0,Halieaceae bacterium UBA3444 [family],,,,,3226338,53.59170753,29.97,99.91261013,90963,440,146,3011,0.866833853,69219,151185,7125,22098,14025,45600,11,39,14,0,22,22,0,c__Gammaproteobacteria (UID4444),263,230,503,UID4645
DFRW00000000,UBA3453,SRX822346,Near complete,95.88,0.96,0,Pseudomonas stutzeri [species],,,,,4057528,64.24462215,24.66,99.94756864,2703,67,54,3785,0.899723921,381483,381483,60519,75139,112376,113277,11,1,17,0,45,46,0.000189,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DFRV00000000,UBA3454,SRX822342,Near complete,97.54,0.14,0,Pseudomonas stutzeri [species],,,,,4512640,64.21156511,65.78,99.9979833,308,24,23,4209,0.899581398,580330,580330,188013,196201,388618,388618,11,1,17,0,46,47,0.00023,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DFRP00000000,UBA3460,SRX822328,Medium,78.22,0,0,Pseudomonas stutzeri [species],,,,,3558111,63.84846959,64.84,99.98990982,198,11,10,3300,0.898093679,827938,827938,323446,355811,660458,660458,11,6,16,0,41,42,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4502
DFPK00000000,UBA3517,SRX822835,Near complete,99.39,0.34,0,Pseudomonas stutzeri [species],,,,,4375186,62.93064729,244.96,99.99008003,173,19,18,4067,0.890456314,957225,957243,230263,243065,374349,374355,11,0,17,0,45,45,0.000075,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DFPJ00000000,UBA3518,SRX822835,Near complete,92.84,1.08,0,Enterobacteriaceae bacterium UBA3518 [family],,,,,4019649,54.56362388,39.09,100.0238852,33913,488,106,4089,0.855639385,58603,152369,8167,37921,14732,77743,11,19,17,1,51,52,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DFNX00000000,UBA3556,SRX823122,Near complete,98.66,0,0,Neorhizobium sp. UBA3556 [genus],,,,,5254249,58.98588383,166.12,99.999429,275,19,17,4953,0.885668532,1591248,1591248,276524,309073,484835,504605,11,1,18,1,42,43,0.002808,o__Rhizobiales (UID3449),345,257,430,UID3638
DFMQ00000000,UBA3589,ERX556328,Medium,74.1,0.24,0,Pseudomonas stutzeri [species],,,,,3610738,60.03775467,62.92,99.99647645,6416,53,12,3385,0.884534685,330423,1041685,68006,300894,114910,536936,11,2,18,0,40,41,0.001511,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DFMA00000000,UBA3605,ERX556323,Near complete,98.21,0,0,Thalassospira xiamenensis [species],,,,,4630045,54.78859724,83.72,99.99785983,4254,48,21,4271,0.888111023,405132,846695,96370,220478,219888,362563,11,1,18,0,49,49,0,o__Rhodospirillales (UID3754),63,201,336,UID3791
DGGN00000000,UBA3873,SRX823013,Near complete,98.77,1.09,0,Pseudomonas stutzeri [species],,,,,4321451,62.9590612,259.48,99.86835602,1466,50,37,3980,0.88717285,355442,480379,86399,116795,190516,243457,11,1,17,0,46,47,0.000193,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DGGM00000000,UBA3874,SRX823013,Near complete,98.01,1.17,0,Enterobacteriaceae bacterium UBA3874 [family],,,,,4270794,54.21782284,54.28,99.99878223,700,26,19,3916,0.887716195,906296,1316427,164234,224778,318203,438709,11,0,18,1,58,59,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
