DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DDPJ00000000,UBA2471,SRX823189,Near complete,97.82,0,0,Ochrobactrum intermedium [species],,,,,4076837,57.9989038,50.29,99.9935229,941,18,10,3843,0.882318817,769389,769395,226438,407683,395779,579011,11,1,18,1,39,40,0,c__Alphaproteobacteria (UID3305),564,229,348,UID3533
DDPH00000000,UBA2473,SRX823189,Near complete,96.54,1.38,36.36,Leclercia adecarboxylata [species],,,,,4596379,55.78247504,9.22,99.90134304,9779,179,85,4267,0.881235642,188248,273003,25623,54075,59076,107545,11,0,16,1,45,46,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DDPB00000000,UBA2479,SRX822407,Near complete,98.74,0.09,0,Leclercia sp. UBA2479 [genus],,,,,4336554,55.02824194,51.02,99.99997694,804,18,13,3993,0.89429464,719423,1336983,240875,333581,544513,544513,11,0,18,1,70,71,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DDOZ00000000,UBA2481,SRX822406,Near complete,94.35,2.1,31.58,Leclercia adecarboxylata [species],,,,,4500057,55.59395104,11.68,96.67467667,13997,380,227,4502,0.878824424,69768,92833,11805,19824,21826,28835,11,4,15,1,39,41,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DDOX00000000,UBA2483,SRX822401,Near complete,99.09,0.65,12.5,Leclercia adecarboxylata [species],,,,,4633383,55.59570997,46.78,99.97784502,2371,74,45,4252,0.886352153,359055,521251,62581,102964,96325,219896,11,2,18,1,45,46,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DDOQ00000000,UBA2490,SRX822403,Near complete,98.19,0.68,0,Pseudomonas stutzeri [species],,,,,4271098,63.29221072,81.09,99.99386008,3941,78,58,3966,0.889061782,256459,360701,54707,73639,90191,110275,11,7,17,0,42,42,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DDOM00000000,UBA2494,ERX552368,Near complete,99.91,0.52,0,Pseudomonadaceae bacterium UBA2494 [family],,,,,4173572,61.4265338,48.31,99.99918426,5567,80,39,3899,0.904192859,268440,476470,52100,107014,95045,169755,11,4,19,0,47,47,0.004697,c__Gammaproteobacteria (UID4444),263,232,507,UID4488
DDOJ00000000,UBA2497,ERX552367,Near complete,99.4,0.6,0,Brevundimonas sp. UBA2497 [genus],1448,100,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;uncultured alpha proteobacterium,KF827267.1.1400,2607481,66.9061954,37.72,99.96968915,4453,65,30,2629,0.91089216,206912,239611,40046,86916,74831,148193,11,0,20,0,42,42,0.006391,c__Alphaproteobacteria (UID3422),26,308,529,UID3439
DDOF00000000,UBA2501,ERX552365,Medium,87.06,0.18,50,Thalassospira sp. UBA2501 [genus],,,,,4073853,55.08074908,13.03,98.96593199,63962,644,142,4004,0.846762512,68388,201364,6226,28689,14371,47159,11,2,16,0,36,37,0.000211,o__Rhodospirillales (UID3754),63,201,336,UID3792
DDOD00000000,UBA2503,ERX552364,Near complete,98.69,0.32,0,Brevundimonas sp. UBA2503 [genus],332,99.699,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas halotolerans,M83810.1.1292,2608728,66.92158263,35.99,99.97466705,3425,54,25,2636,0.911714828,208173,388018,48246,104349,89729,160462,11,0,19,0,43,43,0.006391,c__Alphaproteobacteria (UID3422),26,308,529,UID3439
DDNV00000000,UBA2511,ERX552362,Medium,89.21,2.41,14.29,Cellvibrionales bacterium UBA2511 [order],,,,,2668472,53.46860554,10.51,95.3515815,65178,623,111,2725,0.823481003,45267,116896,4178,24040,8051,42039,11,11,17,0,24,25,0.000286,c__Gammaproteobacteria (UID4443),356,270,451,UID4654
DDNJ00000000,UBA2523,SRX822574,Near complete,91.54,0.14,0,Pantoea sp. UBA2523 [genus],,,,,4271332,56.75833946,15.05,97.49899508,7326,310,224,4288,0.86371441,102049,102049,13754,19068,27990,36355,11,9,17,0,45,45,0,f__Enterobacteriaceae (UID5054),223,305,875,UID5113
DDNG00000000,UBA2526,SRX1044543,Near complete,98.11,0.46,0,Cupriavidus sp. UBA2526 [genus],,,,,6136159,64.1310223,217.01,100.0001631,6790,65,34,5552,0.887769205,471200,629175,94297,180475,149380,285980,11,3,17,0,46,46,0,f__Burkholderiaceae (UID4003),91,218,596,UID4081
DDND00000000,UBA2529,SRX822576,Near complete,98.93,0.85,22.22,Leclercia adecarboxylata [species],,,,,4544190,55.85207825,19.58,99.16806904,4871,151,103,4244,0.884605397,179199,243915,30061,44118,66713,91481,11,5,18,1,57,58,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DDMZ00000000,UBA2533,SRX1044544,Near complete,99.52,0.52,0,Pseudomonadaceae bacterium UBA2533 [family],,,,,4070270,61.65485016,369.64,99.99254678,4911,61,40,3804,0.905280485,349854,428486,66645,101756,116992,166423,11,6,18,0,46,46,0.004697,c__Gammaproteobacteria (UID4444),263,232,507,UID4488
DDMY00000000,UBA2534,SRX1044544,Near complete,95.43,0.99,0,Cupriavidus sp. UBA2534 [genus],,,,,6510383,63.96627159,109.49,99.99947659,14494,108,41,5957,0.881767632,340644,743927,60147,158789,137132,286490,11,33,17,0,44,46,0,f__Burkholderiaceae (UID4003),91,218,596,UID4081
DDMD00000000,UBA2555,SRX822199,Near complete,93.75,0.33,0,Enterobacter cloacae [species],,,,,4252860,55.8920637,23.98,99.97378816,2872,80,66,3971,0.894069403,374044,374044,53124,64437,75573,98356,11,3,18,1,62,63,0,f__Enterobacteriaceae (UID5124),134,336,1172,UID5135
DDLQ00000000,UBA2568,SRX822167,Near complete,92.21,0.14,0,Pseudomonas stutzeri [species],,,,,4089715,62.47849177,86.37,99.99701691,2,11,11,3768,0.897293821,1090403,1090403,371792,371792,1052076,1052078,11,2,18,0,49,49,0.000158,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DDLN00000000,UBA2571,SRX822361,Near complete,95.53,0.41,0,Enterobacteriaceae bacterium UBA2571 [family],,,,,3852417,56.83432583,30.35,99.97994222,3537,59,44,3490,0.861006739,288760,288760,65235,87554,115169,137406,11,0,16,0,55,55,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5104
DDLL00000000,UBA2573,SRX822360,Near complete,96.58,0.14,0,Pseudomonas stutzeri [species],,,,,4240528,64.11588503,94.26,99.99709912,429,30,28,3920,0.900261005,614840,614840,141336,151447,294561,389455,11,2,17,0,47,49,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4499
DDLJ00000000,UBA2575,SRX822363,Near complete,99.95,0.41,0,Enterobacteriaceae bacterium UBA2575 [family],,,,,4171737,56.91588926,594.95,99.99786503,3054,48,25,3797,0.86344561,369282,494382,86847,166869,157959,260317,11,0,17,0,64,64,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5104
DDLG00000000,UBA2578,SRX822363,Near complete,91.79,0.39,0,Psychrobacter sp. UBA2578 [genus],325,99.692,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter sanguinis,HM212668.1.1457,3102537,41.2104243,6.9,71.67788336,38504,752,130,2932,0.757475576,64877,123428,4074,23865,7651,32402,11,4,14,0,18,18,0.000357,o__Pseudomonadales (UID4679),87,364,673,UID4743
DDLF00000000,UBA2579,SRX822369,Near complete,99.11,0.42,0,Leclercia adecarboxylata [species],,,,,4655841,56.40515575,117.09,99.99495166,841,40,31,4291,0.892644745,633143,633149,116375,150188,184020,219623,11,0,18,1,63,64,0.000267,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DDLE00000000,UBA2580,SRX822369,Near complete,95,1.09,0,Pseudomonas stutzeri [species],,,,,4070409,64.13096159,29.84,99.3386594,7752,233,180,3917,0.893778242,135523,135525,17436,22613,39236,42089,11,2,17,0,48,49,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4497
DDLA00000000,UBA2584,SRX822364,Near complete,99.01,0,0,Pantoea septica [species],,,,,4320493,59.18040935,113.64,99.99770817,800,38,35,3992,0.8765789,527682,527682,113676,123442,152914,152914,11,0,17,0,61,61,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5111
DDKN00000000,UBA2597,SRX745164,Near complete,94.46,0.74,0,Thiobacillus sp. UBA2597 [genus],,,,,2420703,66.08406944,62.32,99.98324548,15382,180,137,2464,0.917282707,122956,122956,13362,17669,22089,27926,11,3,18,0,36,37,0.011408,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DDKL00000000,UBA2599,SRX745164,Near complete,90.08,0.85,50,Thermus scotoductus [species],761,100,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus;Thermus scotoductus SA-01,CP001962.309308.310812,1988867,65.06999131,35.32,99.51823206,25266,267,195,2181,0.928359212,41609,46816,7354,10199,12857,13746,11,13,17,0,34,34,0,k__Bacteria (UID2142),169,236,316,UID2283
DDKJ00000000,UBA2601,SRX823297,Near complete,96.94,0.05,0,Pseudomonas rhodesiae [species],,,,,5712597,60.40218145,81.67,99.99530706,1891,60,49,5215,0.894203284,374543,394348,95178,116583,172184,223084,11,3,19,0,58,58,0,g__Pseudomonas (UID4550),78,368,1044,UID4577
DDKH00000000,UBA2603,SRX823295,Near complete,98.64,0.41,0,Enterobacteriaceae bacterium UBA2603 [family],,,,,4131663,56.96438928,45.32,100.0002422,2148,37,25,3727,0.862637151,373527,548064,111608,165266,203747,315529,11,0,18,0,65,65,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5104
DDKG00000000,UBA2604,SRX823295,Medium,88.34,1.5,88.89,Massilia sp. UBA2604 [genus],,,,,5438406,65.52569011,30.2,99.94017762,22373,511,382,5087,0.892524942,146830,153661,10598,14236,17011,20375,11,17,17,0,61,61,0.000414,o__Burkholderiales (UID4002),107,250,571,UID4093
DDKF00000000,UBA2605,SRX822189,Near complete,100,0.55,0,Pseudomonas stutzeri [species],,,,,4570578,61.59875757,63.39,99.99021967,179,28,27,4214,0.8949262,546183,546183,163228,169280,414108,414108,11,5,19,0,51,51,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
DDKE00000000,UBA2606,SRX822189,Near complete,99.03,1.69,21.43,Enterobacteriaceae bacterium UBA2606 [family],,,,,5358695,53.24683832,22.25,99.96909337,621,61,56,5028,0.88338672,505308,534847,87837,95690,194983,216932,11,0,18,1,65,66,0,f__Enterobacteriaceae (UID5103),157,324,1005,UID5139
DDKD00000000,UBA2607,SRX822189,Medium,82.24,1.72,100,Klebsiella pneumoniae [species],,,,,4292382,57.30199211,7.83,84.50254387,697,298,291,4255,0.877587316,69511,69511,14401,14750,21108,21357,11,0,18,1,41,42,0,k__Bacteria (UID203),5449,58,104,UID5146
DDKB00000000,UBA2609,SRX823361,Near complete,99.94,0.2,0,Pseudomonas stutzeri [species],,,,,4671730,64.07924925,125.49,99.99976449,998,29,25,4222,0.888718526,561575,1089288,161059,186869,286943,363446,11,1,18,0,46,47,0.001441,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DDJY00000000,UBA2612,SRX823361,Near complete,98.19,0.83,0,Leclercia adecarboxylata [species],,,,,4665180,55.84397585,39.41,99.98858638,4081,65,47,4310,0.88722493,371309,411603,71709,99259,189414,189414,11,2,18,1,72,73,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DEOD00000000,UBA2627,SRX822181,Near complete,99.01,0.5,0,Leclercia adecarboxylata [species],,,,,4531796,55.97232525,58.2,99.99569349,3769,46,32,4118,0.888786697,766535,1096675,98435,141618,284916,312984,11,1,18,1,70,71,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DEOB00000000,UBA2629,SRX823365,Near complete,99.17,0.69,0,Stenotrophomonas sp. UBA2629 [genus],,,,,3844765,63.18666381,272.63,100.0002081,908,19,12,3395,0.889629145,726635,1609133,202308,320397,375919,641759,11,1,19,0,51,51,0.00102,f__Xanthomonadaceae (UID4214),55,290,659,UID4231
DEOA00000000,UBA2630,SRX823365,Near complete,97.61,1.01,0,Brucellaceae bacterium UBA2630 [family],,,,,5050349,53.73859493,22.47,99.88945106,2811,68,39,4879,0.8727581,384348,828685,74228,129496,217389,284099,11,1,17,0,41,43,0,c__Alphaproteobacteria (UID3305),564,230,349,UID3481
DENY00000000,UBA2632,SRX823365,Near complete,90.09,0.73,50,Bacteroidales bacterium UBA2632 [order],,,,,2968493,37.08021746,6.67,72.14170021,41412,787,309,3053,0.809851665,37122,52589,3719,9606,7304,12467,11,6,17,0,28,29,0.010127,k__Bacteria (UID2570),433,183,273,UID2624
DEMN00000000,UBA2669,ERX556308,Near complete,100,0.54,0,Flavobacteriales bacterium UBA2669 [order],1610,99.631,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;uncultured;uncultured bacterium,HQ190478.1.1497,3098862,32.03696528,66.91,99.99970939,1902,24,13,2620,0.926436221,492955,1054761,129040,238374,275145,392762,11,0,20,0,33,33,0.000738,k__Bacteria (UID2569),434,186,278,UID2812
DELS00000000,UBA2690,ERX556305,Near complete,99.21,0.17,0,Idiomarina abyssalis [species],,,,,2635346,47.07362305,62.7,100.0000759,125,8,7,2510,0.937702298,720898,720898,329402,376478,404582,404582,11,0,19,0,47,47,0,c__Gammaproteobacteria (UID4761),52,297,693,UID4766
DELL00000000,UBA2697,ERX556307,Medium,85.09,1.82,54.55,Idiomarina abyssalis [species],,,,,2548938,47.0756476,51.68,100.0100326,76989,525,117,2388,0.811317105,62489,104927,4708,21785,8537,33232,11,14,16,0,39,39,0,c__Gammaproteobacteria (UID4761),52,297,693,UID4766
DELJ00000000,UBA2699,SRX823038,Near complete,95.07,3.15,58.33,Pseudomonas stutzeri [species],,,,,4825223,64.67539009,66.41,99.89428244,1048,125,114,4432,0.869935545,174947,174949,38593,42326,60603,65618,11,3,17,0,48,48,0.000749,c__Gammaproteobacteria (UID4445),228,244,583,UID4496
DELG00000000,UBA2702,SRX823031,Near complete,98.58,0.14,50,Enterobacter hormaechei [species],,,,,4438124,55.63888544,169.55,100.0007662,607,28,22,4118,0.901790036,505874,505878,158482,201732,298793,300950,11,0,18,1,66,67,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DELF00000000,UBA2703,SRX823031,Medium,79.31,3.45,0,Pseudomonas stutzeri [species],,,,,4080339,63.13368416,75.74,99.90210434,33173,497,77,3911,0.860314547,91663,215005,8143,52991,15253,79507,11,2,17,0,43,44,0.000267,k__Bacteria (UID203),5449,58,104,UID4506
DELC00000000,UBA2706,SRX822769,Near complete,99.43,0.41,0,Enterobacteriaceae bacterium UBA2706 [family],,,,,4091560,57.13210783,177.6,99.99638197,932,35,29,3685,0.866558476,441934,441936,116875,141088,189747,217593,11,1,18,0,65,65,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5104
DEKJ00000000,UBA2725,SRX331739,Near complete,97.73,1.63,0,Prevotella sp. UBA2725 [genus],,,,,3759627,49.21602403,564.71,100.0020494,2369,105,65,3138,0.896638151,215009,226360,35783,57840,84110,103802,11,8,17,0,40,43,0.001466,g__Prevotella (UID2724),55,296,567,UID2765
DEKI00000000,UBA2726,SRX331739,Medium,75.4,1.01,50,Prevotella sp. UBA2726 [genus],,,,,2646762,51.98129897,301.61,99.99841068,4127,156,109,2098,0.871102502,125535,137220,16939,24282,33386,36662,11,7,15,0,28,29,0.004428,g__Prevotella (UID2724),55,296,567,UID2765
DEIR00000000,UBA2769,SRX560108,Near complete,99.4,0,0,Psychrobacter sp. UBA2769 [genus],1469,99.329,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;uncultured Psychrobacter sp.,JQ775305.1.1543,3148310,43.13789526,123.71,99.99914225,544,39,26,2575,0.826632384,327680,327680,80711,121088,161377,220241,11,4,20,0,41,41,0.001267,o__Pseudomonadales (UID4679),87,364,674,UID4740
DEIM00000000,UBA2774,SRX560108,Medium,86.41,2.52,0,Candidatus Dadabacteria bacterium UBA2774 [phylum],,,,,2481553,45.64374362,27.44,99.84401581,12713,409,250,2551,0.865059501,40754,53203,6036,9926,9039,12794,11,20,16,0,30,30,0.014133,k__Bacteria (UID3187),2258,119,190,UID3298
DEIK00000000,UBA2776,SRX560108,Near complete,96.64,2.24,14.29,Rhodobacteraceae bacterium UBA2776 [family],,,,,3197922,55.04801066,24.06,99.84684582,5714,217,133,3367,0.904563026,138558,138558,14710,24044,26742,37791,11,1,16,0,28,28,0.002557,f__Rhodobacteraceae (UID3356),67,329,615,UID3410
DEII00000000,UBA2778,SRX560108,Near complete,95.52,3.6,0,Methylococcaceae bacterium UBA2778 [family],,,,,3959646,55.63761866,22.59,99.76782229,5778,350,256,3866,0.860746137,71360,117687,11296,15467,19614,25745,11,6,16,0,33,36,0.011598,c__Gammaproteobacteria (UID4274),112,290,581,UID4288
DEIC00000000,UBA2784,SRX393041,Medium,89.56,0.43,100,Alphaproteobacteria bacterium UBA2784 [class],539,99.627,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;A0839;uncultured bacterium,HQ114067.1.1442,2625307,62.40169267,59.09,99.99400495,6479,203,134,2760,0.910572744,79055,79057,12900,19591,32272,34987,11,17,19,0,36,36,0.020224,c__Alphaproteobacteria (UID3305),564,230,349,UID3446
DEIA00000000,UBA2786,SRX393041,Near complete,96.45,0,0,Flammeovirgaceae bacterium UBA2786 [family],,,,,3865486,42.19498633,41.52,99.96316216,2610,121,91,3555,0.925607802,209393,219778,31924,42477,67852,78319,11,5,19,0,31,31,0.002386,k__Bacteria (UID2570),433,183,274,UID2936
DEHY00000000,UBA2788,SRX393041,Medium,86.85,0.7,0,Competibacteraceae bacterium UBA2788 [family],,,,,3222770,60.61183496,35.01,99.85459133,4255,276,235,3170,0.902277544,62230,64017,11661,13713,16758,18498,11,5,19,0,39,40,0.001518,c__Gammaproteobacteria (UID4267),119,284,544,UID4303
DEFF00000000,UBA2859,ERX1064484,Medium,70.59,1.56,0,Prevotella sp. UBA2859 [genus],,,,,2306106,52.1000194,14.42,98.99165415,12151,210,93,1703,0.834144224,73996,100310,10923,24796,19406,40600,11,2,13,0,18,19,0.007266,g__Prevotella (UID2722),64,281,532,UID2729
DEEM00000000,UBA2878,ERX1064485,Medium,79.01,1.3,20,Prevotella sp. UBA2878 [genus],,,,,2617890,51.54348256,59.03,99.99866079,4417,97,61,2001,0.880900267,145018,198635,26943,42916,51346,71277,11,3,15,0,32,34,0.003914,g__Prevotella (UID2724),55,296,567,UID2765
DEDT00000000,UBA2897,ERX1064485,Near complete,94.02,0.87,0,Selenomonadaceae bacterium UBA2897 [family],,,,,2523499,57.73160771,25.15,99.9000689,6765,131,62,2329,0.881057215,96320,125074,19211,40701,45453,66303,11,1,15,0,44,46,0.006835,f__Veillonellaceae (UID1032),33,214,423,UID1050
DEBT00000000,UBA2949,SRX822850,Near complete,98.77,0.14,0,Pseudomonas stutzeri [species],,,,,4217459,62.94052964,113.66,99.97861009,518,27,24,3940,0.89791934,697875,697877,156183,175727,257184,257184,11,2,19,0,45,45,0.000158,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DEBS00000000,UBA2950,SRX822850,Near complete,95.11,1.01,11.11,Enterobacteriaceae bacterium UBA2950 [family],,,,,4209594,54.30182179,7.43,79.94706346,17405,362,124,4401,0.867463228,101495,160042,11580,33948,22218,58792,11,0,14,0,30,31,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DDZR00000000,UBA3003,SRX822501,Near complete,91.02,0.33,0,Delftia acidovorans [species],,,,,6329189,66.21370547,33.84,99.99903438,12018,119,41,5613,0.883511458,541426,742666,53085,154370,218267,293971,11,4,18,0,55,56,0.000187,f__Comamonadaceae (UID4119),39,323,693,UID4146
DDZQ00000000,UBA3004,SRX822501,Near complete,99.35,1.06,0,Pseudomonas stutzeri [species],977,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri DSM 4166,CP002622.3615996.3617531,4410946,64.36845928,18.49,99.92589773,7572,95,58,4098,0.899382808,306552,306552,46351,76050,73675,111389,11,0,17,0,43,45,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DDYX00000000,UBA3023,SRX822212,Medium,88.71,0.14,0,Pseudomonas stutzeri [species],,,,,4175711,64.32578819,56.5,100.0032625,68478,482,185,4110,0.865658806,124806,193583,8521,22571,24056,39698,11,19,17,0,46,47,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DFDQ00000000,UBA3024,SRX822212,Near complete,90.84,0.43,0,Enterobacter cloacae [species],,,,,4473912,56.0024426,18.43,99.9404134,9821,111,60,4309,0.892157021,191158,330319,40217,74565,71026,112490,11,2,16,1,58,60,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5134
DFDF00000000,UBA3034,SRX822217,Near complete,96.98,0.19,0,Klebsiella pneumoniae [species],,,,,4698389,57.91609924,116.79,99.94924834,1006,79,71,4403,0.884888629,294881,391959,59460,66174,106792,106792,11,2,18,1,62,63,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5145
DFCY00000000,UBA3042,SRX822174,Near complete,98.81,0.33,0,Enterobacter sp. UBA3042 [genus],,,,,4472227,55.10652422,72.35,100.0000671,1319,20,15,4115,0.896691067,701956,707613,223545,298148,468004,508945,11,0,18,1,71,72,0.00052,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DFCX00000000,UBA3043,SRX822174,Near complete,98.76,0.37,0,Klebsiella variicola [species],,,,,5396300,57.47037879,35.5,99.99401067,3374,61,46,5011,0.883191446,613976,613976,88408,117310,185323,224306,11,0,18,1,68,69,0,f__Enterobacteriaceae (UID5121),138,336,1160,UID5156
DFCW00000000,UBA3044,SRX822171,Near complete,99.13,0.27,0,Pseudomonas stutzeri [species],1532,99.935,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri DSM 10701,CP003725.962133.963667,4226758,63.24478439,36.3,99.97704611,5251,61,35,3896,0.888987967,279655,415487,69205,120764,137849,160620,11,0,18,0,47,47,0.000075,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DFCH00000000,UBA3059,SRX822370,Near complete,99,0.41,0,Enterobacteriaceae bacterium UBA3059 [family],,,,,4072122,57.13118981,33.46,99.98651097,2149,57,47,3721,0.865584577,289832,289832,71403,86640,140115,153822,11,0,18,0,64,64,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5104
DFBS00000000,UBA3074,SRX559946,Near complete,98.06,0.92,0,Halomonas sp. UBA3074 [genus],,,,,4124170,54.91899327,75.79,99.98721993,562,57,49,3895,0.886761942,502953,502953,72344,84166,137109,140792,11,0,17,0,42,43,0.000676,c__Gammaproteobacteria (UID4444),263,232,506,UID4459
DFBM00000000,UBA3080,SRX559946,Medium,74.73,0.95,0,Rhodobacterales bacterium UBA3080 [order],,,,,2253695,53.81785384,44.18,99.97710646,8520,309,202,2442,0.898999643,51376,66322,7265,11156,11947,14474,11,6,12,0,21,21,0.010039,f__Rhodobacteraceae (UID3356),67,329,615,UID3411
DFBC00000000,UBA3090,SRX559946,Medium,84.81,1.54,33.33,Cellvibrionales bacterium UBA3090 [order],,,,,2033089,48.37204729,18.48,99.48667423,9228,285,171,2043,0.88490617,67537,72972,7101,11889,12537,16181,11,6,14,0,22,22,0.006257,c__Gammaproteobacteria (UID4443),356,270,451,UID4654
DFAY00000000,UBA3094,SRX823132,Near complete,98.36,0.14,0,Pseudomonas stutzeri [species],,,,,4382752,62.8762883,678.1,99.99570908,1404,26,19,4077,0.895498764,507349,507351,168513,230671,270397,341608,11,0,19,0,49,49,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DFAS00000000,UBA3100,ERX556319,Near complete,93.88,0.71,0,Idiomarina abyssalis [species],,,,,2655499,47.04924734,14.15,99.20709134,25814,278,45,2525,0.880828801,55429,188482,9459,59011,17948,86229,11,0,18,0,43,43,0,c__Gammaproteobacteria (UID4761),52,297,693,UID4766
DFAO00000000,UBA3104,SRX822120,Near complete,98.21,0.22,0,Klebsiella oxytoca [species],,,,,5688960,56.21876007,44.46,99.99650056,2328,61,47,5219,0.884081625,426566,426566,93223,121041,200466,221721,11,0,18,1,60,61,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5161
DFAL00000000,UBA3107,SRX822500,Near complete,98.64,0.42,0,Enterobacteriaceae bacterium UBA3107 [family],,,,,4076284,57.02783045,38.97,99.99423236,1826,52,41,3698,0.860867643,246362,299228,78354,99421,113049,139949,11,0,18,0,65,67,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5104
DFAK00000000,UBA3108,SRX822500,Near complete,94.79,0,0,Enhydrobacter sp. UBA3108 [genus],,,,,2325247,44.12553532,12.25,98.5749071,9819,145,61,2091,0.847722844,133085,188580,15968,38118,45373,63414,11,2,17,0,29,29,0.000392,c__Gammaproteobacteria (UID4201),1164,174,275,UID4737
DFAJ00000000,UBA3109,SRX822508,Near complete,93.57,2.57,51.61,Enterobacteriaceae bacterium UBA3109 [family],,,,,4442317,54.93537379,24.75,99.76287764,4102,128,82,4058,0.889354362,220237,241312,34673,54174,71836,93628,11,10,18,1,42,43,0.001464,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DFAI00000000,UBA3110,SRX822508,Near complete,95.92,0.45,0,Ochrobactrum sp. UBA3110 [genus],,,,,4639920,57.87609951,12.53,97.71583688,3780,168,117,4582,0.878078501,297711,431507,27596,39657,57965,88603,11,2,18,1,39,40,0,c__Alphaproteobacteria (UID3305),564,229,348,UID3534
DFAH00000000,UBA3111,SRX822508,Partial,58.97,1.72,100,Enterobacteriaceae bacterium UBA3111 [family],,,,,3470405,56.81581164,11.08,96.63908744,19378,454,256,3466,0.874169441,75910,75914,7601,13556,14555,20087,11,2,13,1,26,27,0.00026,k__Bacteria (UID203),5449,58,104,UID5130
DFAE00000000,UBA3114,SRX822433,Near complete,99.59,0.14,0,Pseudomonas stutzeri [species],,,,,4301816,64.30385647,107.69,99.99955808,2444,31,21,3993,0.901889807,1032868,1032868,138689,204848,423546,584305,11,0,17,0,47,48,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DEZR00000000,UBA3127,SRX118540,Near complete,94.61,0.98,33.33,Methylococcaceae bacterium UBA3127 [family],,,,,3140379,42.16599379,20.48,99.88846962,24636,307,218,2968,0.867055537,65141,65141,10149,14405,15821,19375,11,3,19,0,35,35,0.005838,c__Gammaproteobacteria (UID4274),112,289,580,UID4295
DEZQ00000000,UBA3128,SRX822176,Near complete,93.99,1.16,0,Enterobacteriaceae bacterium UBA3128 [family],,,,,4311909,56.47287028,14.33,99.2048016,17006,197,110,3937,0.876726758,171869,228641,21801,39199,50710,73493,11,1,17,1,56,57,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5124
