DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DBDS00000000,UBA926,SRX1113223,Partial,68.81,0,0,Patescibacteria group bacterium UBA926,1631,96.142,Bacteria;SM2F11;uncultured bacterium,JN038719.1.1426,895554,40.56521618,21.1,99.91503871,1029,13,8,939,0.872810573,155567,263509,68809,111944,100662,155567,11,0,19,0,37,38,0.031935,k__Bacteria (UID1452),924,101,151,UID2322
DBDR00000000,UBA927,SRX1113223,Partial,62.45,1.19,100,Candidatus Gottesmanbacteria bacterium UBA927 [phylum],1124,97.997,Bacteria;Microgenomates;uncultured bacterium,AB179670.1.1430,1116463,44.15089584,9.44,95.98430194,5498,91,51,1189,0.898818859,75006,113507,12208,21891,22109,42556,11,0,20,0,42,42,0.019451,k__Bacteria (UID1452),924,101,151,UID2322
DBDQ00000000,UBA928,SRX255562,Medium,85.7,0.72,0,Alistipes sp. UBA928 [genus],,,,,2201192,57.83384218,51.64,99.59983882,7326,257,150,2032,0.914647155,50848,62327,8536,14674,18248,20830,11,13,14,0,23,23,0.014978,p__Bacteroidetes (UID2605),350,208,314,UID2808
DBDP00000000,UBA929,SRX255562,Medium,77.05,1.01,0,Clostridiales bacterium UBA929 [order],,,,,2190476,55.5042286,24.44,98.97874104,4057,263,189,2295,0.900867209,45542,105246,8313,11589,14030,14953,11,2,15,0,30,30,0.028801,o__Clostridiales (UID1212),172,149,263,UID1227
DBDO00000000,UBA930,SRX255562,Medium,81.38,2.66,20,Desulfovibrionaceae bacterium UBA930 [family],,,,,2107400,58.24985322,24.99,98.70457442,12490,459,254,2123,0.865137136,32499,44786,4564,8296,8142,11358,11,4,19,0,40,40,0.00928,c__Deltaproteobacteria (UID3218),61,169,284,UID3251
DBDN00000000,UBA931,SRX255562,Near complete,93.18,0.3,16.67,Betaproteobacteria bacterium UBA931 [class],336,95.522,Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84;uncultured bacterium,JX457272.1.1492,1799951,51.58119603,10.11,92.17695952,2862,142,93,1886,0.905591874,73897,101046,12655,19354,24849,27654,11,0,18,1,36,37,0.019365,c__Betaproteobacteria (UID3971),223,211,425,UID3971
DBDM00000000,UBA932,SRX255562,Medium,72.71,0.24,0,Bacteroidales bacterium UBA932 [order],,,,,1854739,47.18347594,9.5,92.36805831,12770,435,219,1883,0.898044415,38988,48985,4234,8469,7745,10382,11,1,15,0,22,25,0.011362,p__Bacteroidetes (UID2605),350,210,316,UID2617
DBDL00000000,UBA933,SRX255562,Near complete,91.4,4.43,8.33,Lachnoclostridium sp. UBA933 [genus],,,,,2698783,41.8752258,8.62,87.45867835,5582,326,220,2652,0.894390546,50236,72866,8261,12267,14781,17767,11,1,15,0,31,32,0.014269,o__Clostridiales (UID1212),172,148,261,UID1372
DBDK00000000,UBA934,SRX255561,Near complete,96.15,0.72,0,Alistipes sp. UBA934 [genus],,,,,1561516,51.71585377,73.57,99.99737407,165,13,10,1429,0.960237999,279227,438675,120103,156151,169445,189670,11,0,19,0,38,38,0.014719,p__Bacteroidetes (UID2605),350,208,314,UID2808
DBDJ00000000,UBA935,SRX255561,Medium,77.94,2.97,12.5,Lachnospiraceae bacterium UBA935 [family],,,,,3426008,46.2882897,49.6,99.98265201,1980,96,74,2953,0.881089887,262134,262136,35666,46297,70492,87645,11,1,18,0,40,40,0.011931,f__Lachnospiraceae (UID1255),90,174,354,UID1286
DBDI00000000,UBA936,SRX255561,Medium,81.88,0,0,Alistipes sp. UBA936 [genus],,,,,1349402,55.84633715,47.3,99.84665467,1464,51,31,1242,0.954121159,129914,233110,26430,43529,74727,129914,11,0,15,0,26,26,0.015579,p__Bacteroidetes (UID2605),350,208,314,UID2808
DBDH00000000,UBA937,SRX255561,Near complete,96.97,0,0,Treponema sp. UBA937 [genus],,,,,3061819,44.62112445,35.16,99.82767156,5446,224,122,2923,0.897095485,91362,141915,13644,25096,29029,41515,11,55,18,0,40,41,0.009038,k__Bacteria (UID2495),2993,88,142,UID2541
DBDG00000000,UBA938,SRX255561,Medium,83.4,1.53,0,Lachnospiraceae bacterium UBA938 [family],,,,,2810336,47.04430175,30.67,99.89609019,1169,97,82,2385,0.897842464,130733,130733,28960,34272,45856,54079,11,0,18,0,25,25,0.011942,f__Lachnospiraceae (UID1255),90,174,354,UID1286
DBDF00000000,UBA939,SRX255561,Near complete,94.21,0,0,Bacteroides sp. UBA939 [genus],,,,,4221956,44.08864132,26.89,99.93912493,6766,332,241,3281,0.877115962,75456,77487,12696,17518,20312,24800,11,18,17,0,33,33,0.002546,o__Bacteroidales (UID2657),160,269,492,UID2662
DBDE00000000,UBA940,SRX255561,Near complete,92.31,0,0,Alistipes sp. UBA940 [genus],,,,,1485497,54.39912274,28.07,99.86694155,2690,86,47,1469,0.926191706,103392,137272,17241,31606,45773,66314,11,1,16,0,25,25,0.014952,p__Bacteroidetes (UID2605),350,208,314,UID2808
DBDD00000000,UBA941,SRX255561,Partial,59.27,0,0,Catabacter sp. UBA941 [genus],,,,,3203638,52.36305628,20.31,99.12490091,17256,630,359,3437,0.871392773,45899,45899,5057,8923,9510,11819,11,42,18,0,35,37,0.022602,c__Clostridia (UID1118),387,124,223,UID1119
DBDC00000000,UBA942,SRX255561,Near complete,93.09,0.8,20,Betaproteobacteria bacterium UBA942 [class],,,,,1781608,51.54326335,20.85,99.60761726,3752,148,81,1779,0.901925115,63902,110418,12012,21995,21216,33976,11,0,18,1,35,36,0.019112,c__Betaproteobacteria (UID3971),223,211,425,UID3971
DBDB00000000,UBA943,SRX255561,Medium,87.11,1.44,0,Alistipes sp. UBA943 [genus],,,,,1340069,54.5835259,16.51,98.82994491,2867,144,102,1263,0.90006634,55603,55609,9286,13137,14131,16228,11,0,13,0,24,24,0.010246,p__Bacteroidetes (UID2605),350,208,314,UID2808
DBDA00000000,UBA944,SRX255561,Near complete,97.31,0,0,Odoribacter sp. UBA944 [genus],,,,,2476428,50.73389056,14,98.8006203,2149,86,51,2073,0.924545353,252723,253308,28770,48557,68848,73795,11,1,17,0,30,30,0.007994,k__Bacteria (UID2569),434,186,278,UID2806
DBCZ00000000,UBA945,SRX255561,Near complete,91.93,0.89,50,Ruminococcaceae bacterium UBA945 [family],350,93.785,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5;uncultured Ruminococcaceae bacterium,JN680609.1.1467,1672921,49.95574194,12.42,98.23969927,6558,226,96,1705,0.890256025,36179,58771,7373,17426,15044,24244,11,0,17,0,30,31,0.013692,o__Clostridiales (UID1212),172,149,263,UID1234
DBCY00000000,UBA946,SRX255561,Near complete,96.42,0.67,0,Ruminococcus sp. UBA946 [genus],,,,,2705687,41.81206558,12.15,95.30855572,9140,344,215,2643,0.853846731,61302,61310,7838,12584,12635,18039,11,7,12,0,18,19,0.012121,o__Clostridiales (UID1212),172,149,263,UID1240
DBCX00000000,UBA947,SRX255561,Medium,87.18,0,0,Cyanobacteria bacterium UBA947 [phylum],,,,,1498972,46.78446608,9.74,91.00458475,1398,92,67,1670,0.939144961,69763,98122,16277,22372,34145,34501,11,0,19,0,28,30,0.013634,k__Bacteria (UID1453),901,117,171,UID2142
DBCW00000000,UBA948,SRX255561,Near complete,92.81,1.19,0,Eggerthellales bacterium UBA948 [order],,,,,2897438,45.63237669,9.08,89.26144046,5728,279,181,2723,0.884320217,67007,67026,10364,16007,17478,23771,11,3,15,0,25,25,0.020089,p__Actinobacteria (UID2112),31,124,211,UID2120
DBCV00000000,UBA949,SRX255561,Medium,71.45,0,0,Candidatus Saccharibacteria bacterium UBA949 [phylum],,,,,811947,50.21725529,8.97,88.08705514,1610,94,66,871,0.897479762,77592,103938,8620,12302,16416,17817,11,0,18,0,35,36,0.029818,k__Bacteria (UID203),5449,58,104,UID1
DBCU00000000,UBA950,SRX255560,Medium,74.14,0,0,Bacillus subtilis [species],,,,,3800409,43.79670714,99.74,100,0,6,6,3794,0.888090729,1054013,1054013,633401,633401,1027980,1027980,11,3,20,0,64,64,0,k__Bacteria (UID203),5449,58,104,UID884
DBCT00000000,UBA951,SRX474032,Partial,54.48,0,0,bacterium UBA951 [division],,,,,688144,36.73772412,78.24,100.0523698,27458,326,89,788,0.763848846,37152,45630,2026,7731,3370,11015,11,11,15,0,20,20,,k__Bacteria (UID203),5449,58,104,UID4186
DBCS00000000,UBA952,SRX474032,Near complete,98.27,0,0,Flavobacteriales bacterium UBA952 [order],,,,,2174146,42.27016144,71.32,100.00023,653,19,10,1917,0.956166237,438983,542321,114394,217414,209237,243707,11,0,18,0,32,32,0.015308,k__Bacteria (UID2569),434,185,277,UID2813
DBCR00000000,UBA953,SRX474032,Medium,88.58,1.01,50,Opitutae bacterium UBA953 [class],,,,,2164892,64.11468768,68.66,99.97328991,4660,148,84,1854,0.916208291,192675,208573,14596,25772,31703,48410,11,2,17,0,39,40,0.029928,k__Bacteria (UID2982),88,148,230,UID3049
DBCQ00000000,UBA954,SRX474032,Medium,88.18,0,0,Burkholderiales bacterium UBA954 [order],,,,,1613214,54.07264382,50.84,99.97945118,17015,231,72,1639,0.891171909,51750,160377,6909,22405,15481,36831,11,9,18,0,36,36,0.017735,c__Betaproteobacteria (UID3888),323,234,387,UID4105
DBCP00000000,UBA955,SRX474032,Medium,81.08,0.71,0,Bacteroidetes bacterium UBA955 [phylum],,,,,1876309,45.85674055,33.34,99.90040827,28766,451,165,1869,0.871835076,35390,60117,4096,11371,8096,16989,11,16,15,0,23,24,0.026696,p__Bacteroidetes (UID2605),350,210,316,UID2605
DBCO00000000,UBA956,SRX474032,Near complete,98.8,0,0,Akkermansiaceae bacterium UBA956 [family],1537,99.868,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;uncultured;Verrucomicrobia bacterium SCGC AAA027-I19,ATZR02000050.52664.54183,3381575,51.89956378,31.14,99.99115305,1878,61,40,2928,0.904754737,385875,385875,55404,84539,102278,133655,11,1,19,0,37,37,0.012085,k__Bacteria (UID2982),88,147,229,UID3058
DBCN00000000,UBA957,SRX474032,Medium,84.89,1.69,0,Opitutae bacterium UBA957 [class],,,,,2275004,64.51545153,29.87,99.8637933,18140,351,161,2062,0.896657764,76764,99294,6429,14130,12999,22149,11,4,19,0,42,42,0.028781,k__Bacteria (UID2982),88,148,230,UID3049
DBCM00000000,UBA958,SRX474032,Near complete,90.92,0.97,28.57,Flavobacteriales bacterium UBA958 [order],427,96.244,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;uncultured Fluviicola sp.,EU703385.1.1490,2408523,41.90378629,28.7,99.82828193,5165,217,165,2233,0.941977718,72409,83005,11075,14597,23878,29336,11,6,17,0,28,28,0.018821,k__Bacteria (UID2569),434,185,277,UID2813
DBCL00000000,UBA959,SRX474032,Medium,83.71,0,0,Actinobacteria bacterium UBA959 [class],304,100,Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;uncultured bacterium,GQ340324.1.1377,1222530,44.40888155,26.69,99.89015727,7156,96,18,1244,0.927622226,102102,310000,12660,67918,31351,151861,11,1,19,0,35,35,0.000038,o__Actinomycetales (UID1663),488,185,310,UID1678
DBCK00000000,UBA960,SRX474032,Medium,83.91,0,0,Microbacteriaceae bacterium UBA960 [family],,,,,1217819,59.16823853,23.27,99.73179126,9059,186,82,1329,0.914731171,71211,100594,6498,14851,17201,38972,11,8,17,0,35,35,0.000038,o__Actinomycetales (UID1593),69,198,400,UID1599
DBCJ00000000,UBA961,SRX474032,Medium,77.16,0.27,100,Ignavibacteria bacterium UBA961 [class],,,,,1716994,40.8243192,24.15,99.90086011,9306,233,142,1561,0.913585604,47851,54054,7329,12091,13619,19316,11,1,17,0,31,31,0.01932,k__Bacteria (UID2570),433,183,273,UID2571
DBCI00000000,UBA962,SRX474032,Medium,76.1,1.93,14.29,Polynucleobacter sp. UBA962 [genus],,,,,1682922,46.5312205,21.71,99.717802,29473,452,132,1780,0.839507119,26963,72575,3658,12749,6938,18045,11,3,16,0,29,29,0.006048,o__Burkholderiales (UID4001),108,250,570,UID4067
DBCH00000000,UBA963,SRX474032,Medium,76.36,0.67,50,Microbacteriaceae bacterium UBA963 [family],,,,,1476364,61.37479486,20.39,99.64939217,10909,283,157,1589,0.904921144,42714,49810,5178,9403,8704,13651,11,8,15,0,27,28,0.000038,o__Actinomycetales (UID1593),69,198,400,UID1612
DBCG00000000,UBA964,SRX474032,Medium,82.5,1.6,0,Proteobacteria bacterium UBA964 [phylum],,,,,2435486,67.00036181,17.49,99.20752571,17111,387,143,2391,0.919633289,52024,68768,6249,17031,14759,25927,11,0,17,0,31,32,0.014526,c__Gammaproteobacteria (UID4202),67,276,481,UID4209
DBCF00000000,UBA965,SRX474032,Near complete,94.97,0,0,Roseiflexaceae bacterium UBA965 [family],,,,,3259458,53.55697543,14.61,99.0219529,19430,567,311,2919,0.88648849,46209,56751,5714,10480,10268,15077,11,3,18,0,35,35,0.018321,k__Bacteria (UID1452),924,106,155,UID2313
DBCE00000000,UBA966,SRX474032,Medium,81.25,0,0,Phycisphaerales bacterium UBA966 [order],970,97.6,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium,AM086132.1.1405,2635768,59.97344214,14.08,98.73184884,27877,610,271,2597,0.893306239,35698,58870,4275,9726,7656,13392,11,6,17,0,39,39,0.03373,k__Bacteria (UID2565),2921,88,143,UID2983
DBCD00000000,UBA967,SRX474032,Medium,88.51,0,0,Spartobacteria bacterium UBA967 [class],,,,,2629241,56.32707731,12.86,97.14102977,22848,617,260,2814,0.893065337,37881,59635,4224,10112,8428,15726,11,13,17,0,32,32,0.013273,k__Bacteria (UID2982),88,148,230,UID3054
DBCC00000000,UBA968,SRX474032,Medium,87.87,1.16,50,Salinibacter ruber [species],,,,,3156692,66.61025039,12.87,96.03339344,9846,518,332,2973,0.843100942,38842,49636,6074,9508,9105,11700,11,10,19,0,41,41,0,k__Bacteria (UID2570),433,172,262,UID2587
DBCB00000000,UBA969,SRX474032,Medium,88.06,1.16,0,Planctomycetaceae bacterium UBA969 [family],891,98.761,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium,JN869000.1.1525,4565541,43.98503426,10.39,95.79978758,18890,689,377,3858,0.8876764,52833,91828,6598,12110,10934,16301,11,3,16,1,28,34,0.022446,k__Bacteria (UID2565),2921,86,141,UID2985
DBCA00000000,UBA970,SRX474032,Medium,77.62,3.93,33.33,Bacillales bacterium UBA970 [order],,,,,975355,40.11092629,9.14,88.80489023,4440,209,121,1058,0.927078858,38788,42065,4645,8060,8323,10683,11,8,12,0,19,20,0.035701,k__Bacteria (UID2329),174,89,149,UID2372
DBBZ00000000,UBA971,SRX474032,Medium,86.45,6.99,17.02,Alcaligenaceae bacterium UBA971 [family],309,99.671,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;uncultured bacterium,JN868896.1.1527,2792326,52.26898512,8.76,87.48324858,11964,621,324,3021,0.922625438,45678,49377,4477,8618,6743,10430,11,1,12,0,21,22,0.008952,c__Betaproteobacteria (UID3959),235,211,420,UID4158
DBBY00000000,UBA972,SRX474032,Medium,85.34,0,0,Flavobacteriales bacterium UBA972 [order],,,,,1602266,56.04511735,62.16,99.97586805,6871,151,68,1504,0.933708261,95235,96292,10565,23562,23410,44919,11,2,19,0,27,27,0.004286,k__Bacteria (UID2569),434,186,278,UID2814
DBBX00000000,UBA973,SRX803008,Near complete,96.83,1.69,11.11,Thiotrichaceae bacterium UBA973 [family],896,99.553,Bacteria;Proteobacteria;AEGEAN-245;uncultured bacterium,EU287116.1.1505,2449660,40.7367808,184.82,99.99636527,1062,41,31,2436,0.903176359,243668,380384,59721,79021,130023,130023,11,0,16,0,30,30,0.020312,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DBBW00000000,UBA974,SRX803008,Partial,68.82,1.08,0,Flavobacteriales bacterium UBA974 [order],,,,,1440000,40.3399517,91.81,100.0027817,2031,52,28,1290,0.941259028,138032,177583,27653,51428,61027,116782,11,2,16,0,23,23,0.028086,k__Bacteria (UID2569),434,186,278,UID2812
DBBV00000000,UBA975,SRX803008,Near complete,97.04,2.41,44.44,Methylococcaceae bacterium UBA975 [family],488,97.216,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Cycloclasticus;uncultured bacterium,EU799707.1.1502,2328365,44.75940246,43.57,99.94545004,224,28,24,2314,0.927539711,298081,415152,83147,97015,137214,162719,11,5,17,0,35,35,0.005176,c__Gammaproteobacteria (UID4274),112,290,581,UID4286
DBBU00000000,UBA976,SRX803008,Medium,87.89,1.64,16.67,Flammeovirgaceae bacterium UBA976 [family],764,99.731,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marinoscillum;uncultured Cytophagia bacterium,FQ032830.13921.15433,2680817,37.83797117,45.87,99.96770905,5145,154,85,2422,0.89508758,143979,143979,17374,31539,51623,78667,11,2,18,0,26,27,0.021341,o__Cytophagales (UID2936),47,336,454,UID2954
DBBT00000000,UBA977,SRX803008,Near complete,92.07,0,0,Opitutae bacterium UBA977 [class],,,,,2465516,51.8135578,33.5,99.95162,9956,287,143,2189,0.886553971,58387,75236,8555,17241,16429,27552,11,3,17,0,32,32,0.001349,k__Bacteria (UID2982),88,148,230,UID3049
DBBS00000000,UBA978,SRX803008,Near complete,99.66,0.32,0,Sphingomonas sp. UBA978 [genus],,,,,3618807,68.52707479,25.36,99.90351849,497,35,21,3382,0.915531831,519220,524885,103380,172324,177607,252104,11,0,19,0,44,44,0.001651,o__Sphingomonadales (UID3310),26,293,569,UID3314
DBBR00000000,UBA979,SRX803008,Medium,73.44,1.08,33.33,Flavobacteriales bacterium UBA979 [order],,,,,2035131,49.74825907,22.47,99.83407537,2883,143,109,1730,0.946784261,117295,117295,14211,18670,27336,37850,11,21,13,0,19,19,0.025123,k__Bacteria (UID2569),434,186,278,UID2812
DBBQ00000000,UBA980,SRX803008,Near complete,98.16,1.47,33.33,Flavobacteriaceae bacterium UBA980 [family],,,,,2112281,39.93416029,19.63,99.88421653,2308,110,72,1995,0.924974471,137100,147785,19181,29337,49974,69623,11,2,14,0,24,26,0.005669,k__Bacteria (UID2566),525,136,208,UID2815
DBBP00000000,UBA981,SRX803008,Near complete,96.13,3.4,0,Proteobacteria bacterium UBA981 [phylum],,,,,4644876,56.94295761,19.09,99.85531199,400,41,36,4373,0.883800773,742001,754893,113279,129024,183356,193286,11,0,17,1,37,38,0.015462,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DBBO00000000,UBA982,SRX803008,Medium,75.59,1.1,20,Flavobacteriaceae bacterium UBA982 [family],718,98.526,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS3a marine group;uncultured marine bacterium,FR685258.1.1486,1534688,38.98445941,13.7,98.63637105,2893,165,117,1476,0.925801857,56961,78049,9283,13116,13179,20248,11,5,13,0,21,22,0,s__algicola (UID2846),47,303,571,UID2889
DBBN00000000,UBA983,SRX803008,Near complete,93.81,1.08,42.86,Glaciecola sp. UBA983 [genus],,,,,2684593,41.61663599,12.3,97.47435342,2072,165,129,2535,0.920943696,98276,112589,16257,20810,32605,36133,11,1,14,0,28,28,0.002999,c__Gammaproteobacteria (UID4761),52,297,693,UID4776
DBBM00000000,UBA984,SRX803008,Medium,86.5,1.85,16.67,Cellvibrionales bacterium UBA984 [order],,,,,1807707,47.80385003,12.19,97.17463579,294,72,66,1798,0.898033807,146113,146115,25102,27389,37291,37297,11,6,6,0,11,12,0.006591,c__Gammaproteobacteria (UID4443),356,270,451,UID4654
DBBL00000000,UBA985,SRX803008,Medium,84.93,4.08,0,Akkermansiaceae bacterium UBA985 [family],,,,,2039424,50.2364357,11.06,96.73953898,6736,310,204,2085,0.888414572,39011,41210,6557,9997,10610,14494,11,2,13,0,24,24,0.013773,k__Bacteria (UID2982),88,147,229,UID3058
DBBK00000000,UBA986,SRX803008,Medium,87,2.03,0,Brevundimonas sp. UBA986 [genus],,,,,3626316,68.08213758,10.54,94.7346593,7120,404,281,3759,0.896200441,66092,66689,8958,12905,14490,19057,11,3,19,0,36,38,0.00375,c__Alphaproteobacteria (UID3422),26,308,529,UID3440
DBBJ00000000,UBA987,SRX803008,Medium,83.75,2.97,15.38,Bacteroidetes bacterium UBA987 [phylum],,,,,2641279,39.9674948,10.38,93.90480166,1086,187,167,2405,0.930911123,70142,70144,14118,15816,25799,28378,11,0,14,0,20,20,0.026038,p__Bacteroidetes (UID2605),350,210,316,UID2605
DBBI00000000,UBA988,SRX822139,Partial,62.59,1.48,12.5,Pseudomonas stutzeri [species],,,,,2912575,63.95748084,13.96,99.35404249,11765,145,71,2748,0.889826013,198526,453679,20005,41022,44933,72809,11,10,17,0,30,31,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DBBH00000000,UBA989,SRX822130,Near complete,97.17,0.56,22.22,Leclercia adecarboxylata [species],,,,,4773936,56.8657728,33.12,99.98268898,13962,156,85,4435,0.88918117,133056,236970,30512,56163,51024,82399,11,2,17,1,66,68,0.000349,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DBBG00000000,UBA990,SRX822132,Near complete,98.44,0.14,0,Pseudomonas stutzeri [species],,,,,4316078,62.78374818,30.32,99.99997682,1557,29,20,3998,0.890814299,618249,618249,148776,215803,333954,425060,11,2,17,0,44,44,0.000158,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
DBBF00000000,UBA991,SRX822132,Near complete,99.08,0.37,16.67,Acinetobacter sp. UBA991 [genus],,,,,4211092,40.77700099,25.67,99.99802793,2320,58,44,3946,0.886663364,263304,458152,72565,95706,120376,157347,11,0,18,0,55,56,0,f__Moraxellaceae (UID4680),86,365,689,UID4720
DBBE00000000,UBA992,SRX822132,Medium,81.11,0.49,100,Brevundimonas sp. UBA992 [genus],,,,,2650820,67.81215505,13.82,99.33433556,62579,619,323,2847,0.846017459,40762,64085,4181,8206,5960,10150,11,14,18,0,35,36,0.000175,c__Alphaproteobacteria (UID3422),26,308,529,UID3442
DBBD00000000,UBA993,SRX748870,Medium,81.81,0.99,0,Firmicutes bacterium UBA993 [phylum],,,,,1922628,49.74031729,35.52,98.88345885,17996,215,163,1797,0.879487868,47226,50927,8858,11795,13609,16018,11,7,19,0,35,35,0.018524,p__Firmicutes (UID241),930,118,213,UID1023
DBBC00000000,UBA994,SRX748870,Medium,80.37,0.85,0,Firmicutes bacterium UBA994 [phylum],1553,96.543,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;SRB2;uncultured Firmicutes bacterium,AB476673.1.1557,1446131,54.59235239,16.95,99.17031362,22340,223,158,1460,0.887635353,34617,34617,6384,9152,10301,12438,11,0,19,1,34,35,0.035921,p__Firmicutes (UID241),930,118,213,UID242
DBBB00000000,UBA995,SRX748870,Medium,86.14,1.98,0,Firmicutes bacterium UBA995 [phylum],,,,,1654358,65.58326134,14.3,98.20935332,21205,250,190,1707,0.889780809,51915,51915,6532,8707,11776,13491,11,4,18,0,36,36,0.035188,p__Firmicutes (UID239),1324,101,175,UID1447
DBBA00000000,UBA996,SRX748871,Medium,85.91,2.73,22.22,Rhodobacteraceae bacterium UBA996 [family],,,,,3536939,70.28657013,36.01,99.8046008,63025,589,410,3752,0.880793534,46138,48246,5897,8626,10439,11765,11,35,17,0,30,31,0.009457,c__Alphaproteobacteria (UID3337),468,250,388,UID3339
DBAZ00000000,UBA997,SRX748871,Near complete,95.7,0.06,50,Tepidimonas sp. UBA997 [genus],,,,,2383750,63.27526828,26.33,99.91138462,18472,140,89,2329,0.918553959,118505,120598,16894,26783,32748,44470,11,0,19,0,39,39,0.004476,o__Burkholderiales (UID4000),193,214,427,UID4117
DBAY00000000,UBA998,SRX748871,Near complete,94.62,0,0,Alphaproteobacteria bacterium UBA998 [class],1481,91.334,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Ellin6055;uncultured bacterium,EF632900.1.1481,2177924,61.13842213,25.38,99.92580691,5215,94,77,2144,0.896482155,82141,82141,23113,28284,40656,49814,11,0,19,0,34,34,0.023488,k__Bacteria (UID2565),2921,93,152,UID3304
DBAX00000000,UBA999,SRX748871,Near complete,96.34,0.24,0,Cyanobacteria bacterium UBA999 [phylum],,,,,2776987,56.99384647,22.21,99.72018246,13043,185,145,2796,0.900434176,122101,122101,14940,19151,28771,29335,11,1,16,0,37,37,0.013911,p__Cyanobacteria (UID2182),89,424,544,UID2185
DBAW00000000,UBA1000,SRX748871,Medium,82.12,2.83,0,Sphingomonas sp. UBA1000 [genus],,,,,2522399,68.60702817,18.97,99.76431776,49578,425,288,2568,0.877222041,34409,35505,5818,8758,9367,11321,11,6,19,0,38,38,0.005469,c__Alphaproteobacteria (UID3305),564,230,349,UID3310
DBAV00000000,UBA1001,SRX748871,Medium,81.01,4.25,12.5,Hyphomonadaceae bacterium UBA1001 [family],531,96.97,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Woodsholea;uncultured bacterium,LN570440.1.1296,2700343,69.35053518,14.09,99.14574356,38613,414,295,2722,0.876531611,45593,45593,6429,9153,12675,13393,11,3,15,0,27,27,0.015931,c__Alphaproteobacteria (UID3422),26,308,529,UID3429
DBAU00000000,UBA1002,SRX748871,Near complete,91.54,0.54,0,Alphaproteobacteria bacterium UBA1002 [class],,,,,1887187,55.50766235,13.43,99.16532111,7542,133,110,1920,0.914144703,93532,93532,14132,17156,25872,25872,11,3,19,0,34,34,0.023676,k__Bacteria (UID2565),2921,93,152,UID3304
DBAT00000000,UBA1003,ERX556000,Medium,98.86,6.4,22.22,Leeuwenhoekiella sp. UBA1003 [genus],,,,,4490526,40.6671451,18.96,99.84718195,21813,150,86,3834,0.90078846,264777,419358,29791,52215,85376,134218,11,16,17,0,29,30,0.00243,s__algicola (UID2847),33,263,496,UID2866
DBAS00000000,UBA1004,ERX556000,Near complete,93.01,1.08,25,Halomonas salina [species],,,,,4816118,64.1861101,18.75,99.72176356,54700,334,161,4157,0.850519859,96087,109234,14255,29913,28964,44032,11,11,17,0,40,46,0,c__Gammaproteobacteria (UID4444),263,232,506,UID4450
DBAR00000000,UBA1005,ERX556000,Near complete,94.65,2,33.33,Flavobacteriaceae bacterium UBA1005 [family],,,,,2771027,42.28022017,14.39,98.50228789,13688,111,63,2609,0.929236705,194467,195033,24840,43984,54268,63706,11,1,15,0,19,19,0.006955,s__algicola (UID2847),33,263,496,UID2867
DBAQ00000000,UBA1006,ERX556000,Partial,60.81,0.85,0,Patescibacteria group bacterium UBA1006,,,,,695479,37.24640909,13.67,98.11488023,4011,41,28,783,0.895021992,57622,70855,16865,24838,40962,42295,11,6,18,0,30,32,0.036603,k__Bacteria (UID1453),901,117,171,UID2142
